job_id,job_title,role_type,salary_min,salary_max,salary_avg,salary_range,rating,company_name,city,state,industry,sector,company_size,revenue,founded,type_of_ownership,easy_apply,has_sql,has_python,has_excel,has_tableau,has_powerbi,seniority
110,"Marketing Data Analyst","Data Analyst",99000,178000,138500,79000,3.3,"User Testing 3.3","San Francisco",CA,"Enterprise Software & Network Solutions","Information Technology","501 to 1000 employees","Unknown / Non-Applicable",2007,"Company - Private",-1,1,1,1,1,0,Mid-Level
111,"Data Analyst","Data Analyst",99000,178000,138500,79000,NULL,Pair-Tek,"San Francisco",CA,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,0,Mid-Level
112,"Data and Reporting Analyst","Data Analyst",99000,178000,138500,79000,3.8,"Shorenstein Realty Services L.P. 3.8","San Francisco",CA,"Real Estate","Real Estate","201 to 500 employees","$50 to $100 million (USD)",1924,"Company - Private",-1,1,0,1,1,1,Mid-Level
113,"Business Data Analyst","Data Analyst",99000,178000,138500,79000,3.5,"PlushCare 3.5","San Francisco",CA,"Health Care Services & Hospitals","Health Care","1 to 50 employees","Less than $1 million (USD)",-1,"Company - Private",-1,1,0,1,1,0,Mid-Level
114,"Research Data Analyst","Data Analyst",99000,178000,138500,79000,4.1,"UCSF Medical Center 4.1","San Francisco",CA,"Health Care Services & Hospitals","Health Care","10000+ employees","$50 to $100 million (USD)",1907,Hospital,-1,1,0,1,0,0,Mid-Level
115,"Urgent - Business Analyst - Junior Level","Business Analyst",38000,58000,48000,20000,5.0,"Staffigo Technical Services, LLC 5.0",Philadelphia,PA,"IT Services","Information Technology","51 to 200 employees","$50 to $100 million (USD)",2008,"Company - Private",-1,1,0,0,0,0,Junior
116,"Business Analyst Fresher","Business Analyst",38000,58000,48000,20000,5.0,"Staffigo Technical Services, LLC 5.0",Philadelphia,PA,"IT Services","Information Technology","51 to 200 employees","$50 to $100 million (USD)",2008,"Company - Private",-1,0,0,0,0,0,Mid-Level
117,"Data Analyst","Data Analyst",99000,178000,138500,79000,4.6,"Motiv Power Systems 4.6","San Francisco",CA,"Electrical & Electronic Manufacturing",Manufacturing,"51 to 200 employees","$5 to $10 million (USD)",2009,"Company - Private",-1,1,1,1,0,0,Mid-Level
118,"Sr. SAP PTP Business Analyst - Philadelphia, PA","Business Analyst",38000,58000,48000,20000,4.0,"Two95 International Inc. 4.0",Philadelphia,PA,"Staffing & Outsourcing","Business Services","1 to 50 employees","$1 to $5 million (USD)",-1,"Company - Private",-1,0,0,0,0,0,Senior
119,"Sr. SAP PTP Business Analyst","Business Analyst",38000,58000,48000,20000,4.0,"Two95 International Inc. 4.0",Philadelphia,PA,"Staffing & Outsourcing","Business Services","1 to 50 employees","$1 to $5 million (USD)",-1,"Company - Private",-1,0,0,0,0,0,Senior
120,"Data Analyst","Data Analyst",99000,178000,138500,79000,4.2,"Upstart 4.2","San Mateo",CA,Lending,Finance,"201 to 500 employees","Unknown / Non-Applicable",2012,"Company - Private",True,1,1,0,1,0,Mid-Level
121,"Business Analyst (SQL","Business Analyst",38000,58000,48000,20000,4.4,"Contemporary Staffing Solutions 4.4",Philadelphia,PA,"Staffing & Outsourcing","Business Services","1001 to 5000 employees","$100 to $500 million (USD)",1994,"Company - Private",-1,1,0,0,0,0,Mid-Level
122,"Business Intelligence Data Modeler/Analyst","Data Analyst",99000,178000,138500,79000,4.3,"Credible 4.3","San Francisco",CA,Lending,Finance,"51 to 200 employees","Unknown / Non-Applicable",2012,"Company - Public",-1,1,1,0,0,0,Mid-Level
123,"Federal - SAP Business Analyst*","Business Analyst",38000,58000,48000,20000,4.2,"Solekai Systems Corp 4.2",Philadelphia,PA,"Computer Hardware & Software","Information Technology","1 to 50 employees","$10 to $25 million (USD)",2002,"Company - Private",-1,0,0,0,0,0,Mid-Level
124,"Data Studio Analyst","Data Analyst",99000,178000,138500,79000,5.0,"Priceonomics 5.0","San Francisco",CA,Internet,"Information Technology","1 to 50 employees","Less than $1 million (USD)",-1,"Company - Private",-1,0,0,1,0,0,Mid-Level
125,"Financial Business Analyst","Business Analyst",38000,58000,48000,20000,NULL,itechstack,Wilmington,DE,-1,-1,"1 to 50 employees","Unknown / Non-Applicable",-1,Contract,-1,0,0,1,0,0,Mid-Level
126,"Director Business Intelligence Data Engineering & Automation","Business Analyst",121000,206000,163500,85000,3.7,"Amerihealth 3.7",Philadelphia,PA,"Insurance Carriers",Insurance,"5001 to 10000 employees","$25 to $50 million (USD)",1997,"Subsidiary or Business Segment",-1,0,0,1,1,0,Management
127,"Data Analyst","Data Analyst",99000,178000,138500,79000,NULL,"Applicantz, Inc.","San Francisco",CA,-1,-1,"51 to 200 employees","Unknown / Non-Applicable",-1,"Company - Public",-1,0,0,0,0,0,Mid-Level
128,"Product Data Analyst","Data Analyst",99000,178000,138500,79000,3.7,"BOLD 3.7","San Francisco",CA,Internet,"Information Technology","201 to 500 employees","Unknown / Non-Applicable",2004,"Company - Private",True,1,1,1,1,0,Mid-Level
129,"Business Analyst-Entry level","Business Analyst",121000,206000,163500,85000,5.0,"Staffigo Technical Services, LLC 5.0",Philadelphia,PA,"IT Services","Information Technology","51 to 200 employees","$50 to $100 million (USD)",2008,"Company - Private",-1,1,0,0,0,0,Junior
130,"Data Analyst","Data Analyst",99000,178000,138500,79000,NULL,"Parsoft LLC","San Francisco",CA,-1,-1,Unknown,"Unknown / Non-Applicable",-1,"Company - Public",-1,1,0,0,0,0,Mid-Level
131,"Clinical Data Analyst","Data Analyst",99000,178000,138500,79000,4.0,"Flatiron Health 4.0","San Francisco",CA,"Enterprise Software & Network Solutions","Information Technology","501 to 1000 employees","Unknown / Non-Applicable",2012,"Company - Private",-1,1,0,0,0,0,Mid-Level
132,"Data Analyst","Business Analyst",121000,206000,163500,85000,4.1,"VSE, Inc. 4.1","Feasterville Trevose",PA,"Cable, Internet & Telephone Providers",Telecommunications,"1 to 50 employees","$5 to $10 million (USD)",-1,"Company - Private",-1,1,0,1,0,1,Mid-Level
133,"Quantitative Research Analyst","Business Analyst",121000,206000,163500,85000,3.7,"American Economic Association 3.7",Philadelphia,PA,"Investment Banking & Asset Management",Finance,Unknown,"$25 to $50 million (USD)",-1,"Company - Private",-1,0,1,0,0,0,Mid-Level
134,"Urgent - Business Analyst - Entry Level","Business Analyst",121000,206000,163500,85000,5.0,"Staffigo Technical Services, LLC 5.0",Philadelphia,PA,"IT Services","Information Technology","51 to 200 employees","$50 to $100 million (USD)",2008,"Company - Private",-1,1,0,0,0,0,Junior
135,"Capture Planning Analyst","Business Analyst",121000,206000,163500,85000,3.7,"Amerihealth 3.7",Philadelphia,PA,"Insurance Carriers",Insurance,"5001 to 10000 employees","$25 to $50 million (USD)",1997,"Subsidiary or Business Segment",-1,0,0,1,0,0,Mid-Level
136,"Human Resources Analyst","Business Analyst",121000,206000,163500,85000,3.5,"Department Of The Treasury 3.5",Philadelphia,PA,"Federal Agencies",Government,"10000+ employees","Unknown / Non-Applicable",1789,Government,-1,0,0,0,0,0,Mid-Level
137,"Data Analyst","Data Analyst",99000,178000,138500,79000,3.9,"thredUP 3.9",Oakland,CA,"Department, Clothing, & Shoe Stores",Retail,"1001 to 5000 employees","Unknown / Non-Applicable",2009,"Company - Private",-1,1,1,1,0,0,Mid-Level
138,"Data Analyst","Business Analyst",121000,206000,163500,85000,2.4,"PMHCC Inc. 2.4",Philadelphia,PA,"Health Care Services & Hospitals","Health Care","501 to 1000 employees","Unknown / Non-Applicable",1987,"Nonprofit Organization",-1,1,0,1,0,1,Mid-Level
139,"Business Analyst - Contract","Business Analyst",55000,78000,66500,23000,3.4,"Atlantic Partners 3.4","New York",NY,"Brokerage Services",Finance,"1 to 50 employees","$5 to $10 million (USD)",-1,"Company - Private",-1,0,0,1,0,0,Mid-Level
140,"Business Analyst","Business Analyst",55000,78000,66500,23000,4.5,"FADEL 4.5","New York",NY,"Computer Hardware & Software","Information Technology","51 to 200 employees","Unknown / Non-Applicable",2003,"Company - Private",-1,0,0,1,0,0,Mid-Level
141,"Business Analyst","Business Analyst",55000,78000,66500,23000,4.2,"CyberCoders 4.2","New York",NY,"Staffing & Outsourcing","Business Services","201 to 500 employees","$100 to $500 million (USD)",1999,"Subsidiary or Business Segment",-1,0,0,0,0,0,Mid-Level
142,"Business Analyst","Business Analyst",55000,78000,66500,23000,4.4,"Black Systems LLC 4.4","New York",NY,"Computer Hardware & Software","Information Technology","201 to 500 employees","$25 to $50 million (USD)",2007,"Company - Private",-1,1,0,0,0,0,Mid-Level
143,"Business Analyst","Business Analyst",55000,78000,66500,23000,3.8,"EZOPS 3.8","New York",NY,"Financial Transaction Processing",Finance,"51 to 200 employees","Unknown / Non-Applicable",2013,"Company - Private",-1,0,0,1,0,0,Mid-Level
144,"Radiology Systems Analyst","Business Analyst",55000,78000,66500,23000,3.9,"Memorial Sloan-Kettering 3.9","New York",NY,"Health Care Services & Hospitals","Health Care","10000+ employees","$2 to $5 billion (USD)",1884,"Nonprofit Organization",-1,0,0,1,0,0,Mid-Level
145,"Business Analyst","Business Analyst",55000,78000,66500,23000,3.9,"The Alexander Group (AZ) 3.9","New York",NY,Consulting,"Business Services","51 to 200 employees","Unknown / Non-Applicable",1985,"Company - Private",-1,0,0,1,0,0,Mid-Level
146,"Business Analyst","Business Analyst",55000,78000,66500,23000,3.4,"Marsh & McLennan Companies, Inc. 3.4",Hoboken,NJ,"Insurance Agencies & Brokerages",Insurance,"10000+ employees","$10+ billion (USD)",1871,"Company - Public",-1,0,0,1,0,0,Mid-Level
147,"Business Analyst","Business Analyst",55000,78000,66500,23000,4.0,"XDuce 4.0","New York",NY,"IT Services","Information Technology","1 to 50 employees","$1 to $5 million (USD)",2006,"Company - Private",-1,0,0,1,0,0,Mid-Level
148,"Business Analyst","Business Analyst",55000,78000,66500,23000,3.7,"Citi 3.7","New York",NY,"Investment Banking & Asset Management",Finance,"10000+ employees","$10+ billion (USD)",1812,"Company - Public",-1,0,1,0,0,0,Mid-Level
149,"Business Analyst","Business Analyst",55000,78000,66500,23000,3.3,"Capstone 3.3","New York",NY,"Investment Banking & Asset Management",Finance,"51 to 200 employees","Unknown / Non-Applicable",2007,"Company - Private",-1,1,1,1,1,0,Mid-Level
150,"Business Analyst","Business Analyst",55000,78000,66500,23000,4.2,"Atlantic Group - New York 4.2","New York",NY,-1,-1,"1 to 50 employees","$25 to $50 million (USD)",-1,"Company - Public",-1,0,0,1,0,0,Mid-Level
151,"Business Analyst","Business Analyst",55000,78000,66500,23000,3.6,"UBS 3.6",Weehawken,NJ,"Investment Banking & Asset Management",Finance,"10000+ employees","$10+ billion (USD)",1862,"Company - Public",-1,0,0,0,0,0,Mid-Level
152,"Application Systems Engineer 4 - Insight Analyst and Reporting","Business Analyst",55000,78000,66500,23000,3.6,"Wells Fargo 3.6","New York",NY,"Banks & Credit Unions",Finance,"10000+ employees","$10+ billion (USD)",1852,"Company - Public",-1,1,0,1,1,0,Mid-Level
153,"Entry Level Analyst","Business Analyst",55000,78000,66500,23000,3.9,"Phyton Talent Advisors 3.9","New York",NY,-1,-1,"1 to 50 employees","Unknown / Non-Applicable",-1,"Company - Private",-1,1,0,1,0,0,Junior
154,"Market Research & Insights Analyst - Healthline","Business Analyst",81000,159000,120000,78000,3.5,"Healthline Media 3.5","New York",NY,"News Outlet",Media,"201 to 500 employees","$50 to $100 million (USD)",2006,"Company - Private",-1,0,0,1,1,0,Mid-Level
155,"Business Analyst","Business Analyst",81000,159000,120000,78000,2.7,"Paris Baguette 2.7",Moonachie,NJ,"Fast-Food & Quick-Service Restaurants","Restaurants, Bars & Food Services","1001 to 5000 employees","$50 to $100 million (USD)",1986,"Company - Private",-1,0,0,1,0,0,Mid-Level
156,"Ecommerce Business Analyst","Business Analyst",81000,159000,120000,78000,2.8,"David Yurman 2.8","New York",NY,"Beauty & Personal Accessories Stores",Retail,"1001 to 5000 employees","Unknown / Non-Applicable",1980,"Company - Private",-1,0,0,0,0,0,Mid-Level
157,"Business Analyst","Business Analyst",81000,159000,120000,78000,4.3,"Zealogics.com 4.3","New York",NY,"IT Services","Information Technology","201 to 500 employees","$10 to $25 million (USD)",2012,"Company - Private",-1,0,0,1,0,0,Mid-Level
158,"TGS Central Teams Business Partner - Supply Chain Planning Lead","Business Analyst",81000,159000,120000,78000,3.6,"BD 3.6","Franklin Lakes",NJ,"Health Care Products Manufacturing",Manufacturing,"10000+ employees","$10+ billion (USD)",1897,"Company - Public",-1,0,0,0,0,0,Senior
159,"Business Analyst","Business Analyst",81000,159000,120000,78000,NULL,SquarePeg,"New York",NY,-1,-1,"1 to 50 employees","Unknown / Non-Applicable",-1,"Company - Private",-1,0,0,1,0,0,Mid-Level
160,"Business Analyst","Business Analyst",81000,159000,120000,78000,3.0,"Blue Ocean Ventures 3.0","New York",NY,"Staffing & Outsourcing","Business Services","51 to 200 employees","Unknown / Non-Applicable",-1,"Company - Private",-1,0,0,0,0,0,Mid-Level
161,"Business Analyst","Business Analyst",81000,159000,120000,78000,3.9,"JPMorgan Chase 3.9","Jersey City",NJ,"Investment Banking & Asset Management",Finance,"10000+ employees","$10+ billion (USD)",1799,"Company - Public",-1,1,1,0,0,0,Mid-Level
162,"Business Analyst","Business Analyst",81000,159000,120000,78000,4.7,"Sharpedge Solutions Inc 4.7","Jersey City",NJ,Publishing,Media,Unknown,"Less than $1 million (USD)",-1,"Company - Private",-1,0,0,0,0,0,Mid-Level
163,"Business Analyst","Business Analyst",81000,159000,120000,78000,3.7,"Munich Re 3.7","New York",NY,"Insurance Carriers",Insurance,"5001 to 10000 employees","$10+ billion (USD)",1880,"Company - Public",-1,0,0,1,0,0,Mid-Level
164,"Business Process Analyst","Business Analyst",81000,159000,120000,78000,5.0,"The Resource Collaborative 5.0","New York",NY,"Staffing & Outsourcing","Business Services","1 to 50 employees","Unknown / Non-Applicable",2011,"Company - Private",-1,0,0,1,0,0,Mid-Level
165,"Business Analyst","Business Analyst",81000,159000,120000,78000,3.0,"The Connors Group, Inc. 3.0","New York",NY,"Investment Banking & Asset Management",Finance,"1 to 50 employees","$1 to $5 million (USD)",-1,"Company - Private",-1,0,0,1,0,0,Mid-Level
166,"Business Analyst","Business Analyst",81000,159000,120000,78000,3.7,"MassMutual 3.7","New York",NY,"Insurance Carriers",Insurance,"5001 to 10000 employees","$10+ billion (USD)",1851,"Company - Private",-1,0,0,0,0,0,Mid-Level
167,"Business Analyst","Business Analyst",81000,159000,120000,78000,4.4,"Softcom Systems 4.4",Weehawken,NJ,"IT Services","Information Technology","1 to 50 employees","$1 to $5 million (USD)",-1,"Company - Private",-1,0,0,0,0,0,Mid-Level
168,"Epic Certified Revenue Cycle Analyst","Business Analyst",81000,159000,120000,78000,4.7,"Dynamic Computing Services 4.7","New York",NY,"IT Services","Information Technology","51 to 200 employees","$10 to $25 million (USD)",1990,"Company - Private",True,0,0,0,0,0,Mid-Level
169,"Business Analyst","Business Analyst",81000,159000,120000,78000,4.6,"Delv Global 4.6","New York",NY,"Investment Banking & Asset Management",Finance,"1 to 50 employees","Unknown / Non-Applicable",2007,"Company - Private",-1,1,0,1,1,0,Mid-Level
170,"Business Analyst","Business Analyst",81000,159000,120000,78000,3.6,"Signature Consultants 3.6","Jersey City",NJ,"Staffing & Outsourcing","Business Services","1001 to 5000 employees","$100 to $500 million (USD)",1997,"Company - Private",True,0,0,1,0,0,Mid-Level
171,"Business Analyst","Business Analyst",81000,159000,120000,78000,NULL,"OPPENHEIMER & CO","New York",NY,-1,-1,Unknown,"Unknown / Non-Applicable",-1,"Company - Public",-1,0,0,1,0,0,Mid-Level
172,"Salesforce Business Systems Analyst, Advertising","Business Analyst",81000,159000,120000,78000,3.9,"Roku 3.9","New York",NY,"IT Services","Information Technology","1001 to 5000 employees","$500 million to $1 billion (USD)",2002,"Company - Public",-1,0,0,0,0,0,Mid-Level
173,"Senior Business Analyst","Business Analyst",81000,159000,120000,78000,4.3,"Flipt 4.3","Jersey City",NJ,-1,-1,"1 to 50 employees","Unknown / Non-Applicable",-1,"Company - Private",-1,1,1,1,1,0,Senior
174,"Business Analyst","Business Analyst",81000,159000,120000,78000,3.8,"United IT Solutions 3.8","New York",NY,Consulting,"Business Services","1 to 50 employees","$1 to $5 million (USD)",2010,"Company - Private",-1,1,0,0,0,0,Mid-Level
175,"Business Analyst","Business Analyst",81000,159000,120000,78000,4.3,"ConsultAdd 4.3","New York",NY,"IT Services","Information Technology","51 to 200 employees","Unknown / Non-Applicable",-1,"Company - Private",-1,0,0,0,0,0,Mid-Level
176,"Business Analyst","Business Analyst",81000,159000,120000,78000,3.6,"TSR Consulting 3.6","New York",NY,"Staffing & Outsourcing","Business Services","201 to 500 employees","$50 to $100 million (USD)",1969,"Company - Public",-1,0,0,1,0,0,Mid-Level
177,"AVP Markets Execution Business Analyst - Project Manager","Business Analyst",81000,159000,120000,78000,3.8,"Barclays Bank 3.8","New York",NY,"Banks & Credit Unions",Finance,"10000+ employees","$10+ billion (USD)",1690,"Company - Public",-1,0,0,1,0,0,Management
178,"Business Analyst","Business Analyst",81000,159000,120000,78000,3.5,"Veeva Systems 3.5","New York",NY,"Enterprise Software & Network Solutions","Information Technology","1001 to 5000 employees","$500 million to $1 billion (USD)",2007,"Company - Public",-1,0,0,1,0,0,Mid-Level
179,"Business Analyst","Business Analyst",81000,159000,120000,78000,3.0,"Neotecra, Inc. 3.0","New York",NY,Consulting,"Business Services","1 to 50 employees","$1 to $5 million (USD)",-1,"Company - Private",-1,0,0,1,1,1,Mid-Level
